PESO_NETO
14688
13200
4392
7344
13464
11115
12867
13464
15388
734
11700
19584
14933
13826
11970
12285
14688
12240
10188
490
2115
16646
15276
711
14688
11250
9600
13627
13837
14676
14676
19600
14688
11700
11700
15467
11700
13586
1275
11700
16646
336
12285
13200
14923
8078
11999
6
14688
15256
11700
6548
662
3744
11700
12485
11700
11700
14443
16646
5316
12285
12285
11250
14688
15276
16793
14688
11700
8109
18900
13464
15840
130
11700
12285
11700
4680
7834
14076
15259
6104
2203
585
9547
19040
13464
19488
2056
11250
15840
12480
12729
12285
3600
19573
11808
19984
11700
13982
16646
14688
7975
12285
13200
11700
5343
15276
11250
16646
11700
19600
11457
19584
11613
13627
3868
16646
9500
11565
14688
11040
3752
109
15840
692
12419
23
1232
10560
11700
19584
303
10857
17280
8078
11487
13317
14076
14688
18000
13200
16965
12285
4449
3366
7344
18000
11444
12240
14933
7085
4044
11250
310
14688
936
12168
6106
12730
13486
3759
19872
11250
10281
10600
11750
15600
12950
10500
13627
9100
13627
14803
7213
1020
15276
2200
13464
10820
6
6
16646
16646
12285
15096
11313
11700
18698
763
450
7749
14076
7312
11700
6267
11057
16646
176
11250
15840
310
15096
11970
12285
16548
7685
5458
8078
9582
12285
14573
679
3
14076
12285
7630
19040
14076
8776
7264
11250
14382
11700
11700
11250
14443
11700
15259
11104
11700
11250
92
11700
1985
7559
3052
11700
15276
2497
12974
16157
14402
16618
15545
15259
8584
10240
15276
15600
20160
266
13464
815
14688
14688
18900
9500
7641
12
13611
11700
233
2527
13645
19872
12240
2061
11250
11888
6438
314
11700
505
132
17760
12285
13611
11372
11700
11700
14688
7038
11700
13194
7785
9215
15276
12285
10233
13200
16646
17760
11700
2992
12240
11970
19040
14076
17952
12240
13464
14688
19600
16646
5238
12005
12730
12285
15586
11700
18900
7605
15259
14688
11444
6126
11250
13200
14688
12285
6120
14688
14076
15210
21451
9465
9500
11261
3819
14688
18900
15259
11250
15840
15600
11700
12075
11700
8225
881
598
3744
10802
16646
14554
18900
11700
15072
11344
14933
4025
22
1799
1099
106
397
11200
16646
14076
11250
16646
14076
12730
10861
3490
15259
16646
11700
14003
11700
12075
192
21216
15790
16800
19872
12240
13040
15178
12081
6010
17856
14596
16646
15259
14076
11444
2844
5808
2825
930
19600
3862
18256
15178
11700
15276
1148
18720
14370
13200
14688
13586
19
16646
3052
3917
19584
14806
101
14933
12240
11700
734
15600
220
8746
894
5265
14933
8715
11970
15259
11250
15129
4039
13777
14464
14688
13800
4406
5169
18720
12285
19872
21216
13280
16646
12240
4146
12322
11700
14464
12542
11700
1322
11700
14688
12285
14933
15248
10491
11762
2938
15667
2199
12240
14688
15178
7005
3
10086
12285
2900
12285
14377
15840
11700
12730
13421
9792
15667
13000
14362
3419
11700
13464
4440
15840
11700
1408
11700
1796
16174
10890
2589
15276
9253
15953
4245
12672
3292
9156
13464
6
2783
13872
655
15276
1960
9576
13194
15259
11250
11781
13960
11970
13733
11700
15600
2646
12075
12285
15259
8925
2289
12285
19584
16305
15259
17920
13634
5141
11250
14688
16288
2180
11700
13607
11700
21216
11970
18618
21283
19600
3660
11700
5150
5186
14745
13864
4455
7603
14806
15096
8666
12240
11700
11700
13200
13464
15953
12240
11313
10681
16320
16577
12730
7942
20160
12852
17920
13627
12480
15650
7907
936
12285
1623
14688
14728
16646
16646
11444
4080
13611
6365
18000
12285
13574
14688
11700
11016
9
1848
11250
15600
4
20160
875
26
11700
11700
11700
13464
19600
598
1872
9800
2111
15600
3129
11965
12285
5850
5043
15600
15667
7776
832
1526
15259
3288
15259
16131
363
12075
1469
27
13627
11700
14076
15967
398
10560
6829
15259
12195
1567
16056
10424
16646
14406
15840
3729
11250
18900
8916
3243
3543
14933
624
15096
12240
13627
19872
14688
2992
14688
6702
11700
11700
14272
11700
3552
14688
16356
14076
13097
14892
11700
19600
15259
18820
74
14766
10530
14076
13072
12285
12480
16646
12396
13900
7548
7142
15259
11277
367
4757
10745
9000
11250
13500
11250
8927
11250
10422
17856
11700
13627
6
9874
4313
8751
12285
19600
15422
6504
12285
11250
15259
12285
11700
11858
17626
11700
11700
15259
13800
18000
4712
13464
15840
12168
16646
14464
13464
11700
11970
832
10773
19872
16646
3052
4095
11250
15096
14688
20591
8448
6186
11700
11250
12000
15276
15471
19584
11700
700
11250
13937
13776
11700
19600
14688
8870
11700
617
12240
14076
12049
3920
14076
12285
17280
11250
11700
17920
15055
13464
12240
12285
11422
11700
681
15178
11970
11700
19600
11700
19584
13023
11700
11250
12150
3324
12285
18900
815
3765
19600
17280
11700
12285
13464
4044
11250
15067
11250
14198
15096
12526
13464
23
11700
11700
9884
17952
15840
11700
6169
15600
12480
11700
8601
9547
19600
11700
11700
18900
4578
11750
12285
1526
11700
15011
9425
11700
10920
12240
6584
15145
18501
15096
2992
11700
202
11700
18900
11250
13360
832
9345
15169
11700
9645
11700
19600
19584
11250
14076
15276
14688
14500
12546
4320
13611
1089
12431
239
13949
14688
3510
3672
15471
12285
3574
2103
11250
12
7724
20160
18900
14076
282
14076
15080
12285
11700
5341
12480
15863
11849
4500
12480
10192
11700
14076
14688
12582
11250
8400
14688
13464
10788
765
8557
12075
3
206
8280
21216
11700
12730
11700
12240
5257
14916
11700
11700
343
15840
15618
11700
14076
3707
10557
12730
6701
13627
12128
11250
10086
12015
11700
14933
19584
12285
9994
10800
10560
12285
12088
18000
11700
7507
13200
11700
19584
12240
13464
11698
2853
12480
11700
19872
11700
11250
12285
11700
5126
5464
9033
13627
16646
11700
4526
2722
17856
12075
11700
7515
11970
14786
14688
34
9156
14933
11700
11250
751
12240
18720
9156
3329
20160
10153
11250
11700
12188
8459
19600
14280
12000
14688
9576
13464
14688
700
7560
14688
12285
2070
17920
11700
3815
13800
6809
8220
11700
13586
4015
12240
19600
12480
9945
14443
763
12285
11250
6840
2112
7989
11700
12285
15096
15096
228
19600
16693
14468
19600
11700
10248
14688
15667
14688
11700
7605
15190
11700
13699
14688
20160
1874
2394
6104
19600
18720
5052
11700
20160
18396
11250
12075
15814
700
18900
11830
2289
870
18900
12480
11700
13352
783
3815
11700
15471
13890
12844
4017
3825
15504
98
19872
12285
9792
6277
8073
17408
2394
16646
15600
306
4500
18720
5400
13464
19872
13195
19600
5103
12
11250
1526
11700
9149
11250
12032
12730
11250
5568
11250
3052
9918
3888
11700
14198
9450
6150
889
19600
12285
8602
1197
10560
7001
5912
4482
14076
15471
441
7416
3409
15500
9933
11700
18720
6210
4121
9988
11700
12285
1904
10704
13374
636
2492
13586
11700
19872
12240
16908
16174
11700
2700
15259
22
3957
2394
464
7093
14688
14374
16646
6766
12022
14296
15057
348
14688
11700
3299
1724
367
15259
9800
12285
13464
12285
16646
15750
1932
704
4994
11250
14933
9135
11250
12480
7200
15096
15280
18720
1671
1487
13374
11250
15080
11700
11700
12075
11250
14933
11700
14688
7662
12285
4512
15552
14149
21216
11700
14076
19600
15990
18720
673
11250
14117
19584
6389
19040
18720
12969
17856
7630
5141
9275
19600
11517
14382
502
13464
11700
13774
13464
13764
2662
5328
14684
15961
14076
19600
10962
1672
16320
16646
15667
11700
16800
13599
8551
706
13097
13464
13976
79
11970
13994
13874
11700
37
13464
15880
2007
11700
12730
11619
15259
9204
6883
10608
11700
11250
14688
6188
11160
2289
2199
12240
7104
15145
13464
11700
13652
19600
15259
7462
11700
1122
17325
14076
17280
1591
1977
2203
16174
15096
13979
14076
15749
10764
11165
8454
12240
14991
11700
11250
5141
14774
14688
6552
11250
10049
12240
15961
3574
19040
1526
