FECHA,ADUA_DESC,PAIS_DESC,PESO_NETO,FOB_DOLPOL_KG,VARIEDAD,TIPO DE PRODUCTO (ORGANICO CONVENCIONAL)
20220924,CHICLAYO,UNITED ARAB EMIRATES,13605,8.146343256155825,SIN_VARIEDAD,NO ORGANICO
20221010,CHICLAYO,CANADA,1748,6.001144164759725,VENTURA,NO ORGANICO
20221010,CHICLAYO,CANADA,8686,6.0002302555836975,EMERALD,NO ORGANICO
20221010,CHICLAYO,CANADA,3305,5.999697428139183,SPRINGHIGH,NO ORGANICO
20221013,PAITA,CANADA,6504,4.073493234932349,VENTURA,NO ORGANICO
20221013,PAITA,CANADA,10143,4.073745440205068,ATLAS,NO ORGANICO
20221013,PAITA,CANADA,6120,4.166666666666667,BILOXI,ORGANICO
20221013,PAITA,CANADA,7181,4.470129508425011,BILOXI,ORGANICO
20221020,PAITA,CANADA,10608,4.320135746606335,ATLAS,NO ORGANICO
20221020,PAITA,CANADA,6038,4.320470354421994,VENTURA,NO ORGANICO
20221124,PAITA,CANADA,10122,4.320292432325627,VENTURA,NO ORGANICO
20221124,PAITA,CANADA,5900,4.319830508474576,ATLAS,NO ORGANICO
20221201,PAITA,CANADA,7264,4.010049559471366,SIN_VARIEDAD,NO ORGANICO
20221201,PAITA,CANADA,5465,4.009881061299176,SIN_VARIEDAD,NO ORGANICO
20220922,PAITA,CANADA,13232,4.788996372430471,VENTURA,NO ORGANICO
20220922,PAITA,CANADA,2651,4.915126367408525,ATLAS,NO ORGANICO
20220926,CHICLAYO,CANADA,3256,5.999692874692875,SPRINGHIGH,NO ORGANICO
20220926,CHICLAYO,CANADA,6218,6.0,VENTURA,NO ORGANICO
20220926,CHICLAYO,CANADA,3825,6.0,EMERALD,NO ORGANICO
20220929,PAITA,CANADA,13627,4.166727819769575,VENTURA,NO ORGANICO
20220929,PAITA,CANADA,3019,4.166942696257038,ATLAS,NO ORGANICO
20221003,CHICLAYO,CANADA,5392,5.9996290801186944,EMERALD,NO ORGANICO
20221003,CHICLAYO,CANADA,4382,6.0,VENTURA,NO ORGANICO
20221003,CHICLAYO,CANADA,3966,5.999747856782653,SPRINGHIGH,NO ORGANICO
20221007,PAITA,CANADA,3048,4.043963254593176,VENTURA,NO ORGANICO
20221007,PAITA,CANADA,13599,4.04397382160453,ATLAS,NO ORGANICO
20220825,PAITA,CANADA,8225,5.122674772036474,BILOXI,ORGANICO
20220825,PAITA,CANADA,4308,4.859563602599814,BILOXI,ORGANICO
20220825,CHICLAYO,CANADA,11366,6.000175963399613,VENTURA,NO ORGANICO
20220825,CHICLAYO,CANADA,2295,6.0,SPRINGHIGH,NO ORGANICO
20220825,CHICLAYO,CANADA,109,5.981651376146789,EMERALD,NO ORGANICO
20220908,PAITA,CANADA,15524,6.005024478227261,VENTURA,NO ORGANICO
20220908,PAITA,CANADA,1122,6.005347593582887,ATLAS,NO ORGANICO
20220915,PAITA,CANADA,9955,6.005022601707685,VENTURA,NO ORGANICO
20220915,PAITA,CANADA,6691,6.005081452697653,ATLAS,NO ORGANICO
20220915,PAITA,CANADA,12158,8.697483138674125,BILOXI,ORGANICO
20220922,PAITA,CANADA,14608,4.449753559693319,VENTURA,NO ORGANICO
20220922,PAITA,CANADA,1345,4.756877323420074,ATLAS,NO ORGANICO
20220120,PAITA,CANADA,11750,8.014978723404255,BILOXI,ORGANICO
20220217,PAITA,CANADA,9816,7.108190709046455,BILOXI,ORGANICO
20221009,CHICLAYO,CHINA,11250,5.199911111111111,SIN_VARIEDAD,NO ORGANICO
20221009,CHICLAYO,CHINA,11250,5.238755555555556,SIN_VARIEDAD,NO ORGANICO
20221009,CHICLAYO,CHINA,11700,4.5141880341880345,VENTURA,NO ORGANICO
20221009,PAITA,CHINA,10491,5.545991802497379,VENTURA,NO ORGANICO
20221009,PAITA,CHINA,1209,5.54590570719603,ATLAS,NO ORGANICO
20221012,CHICLAYO,CHINA,11250,4.819644444444444,SIN_VARIEDAD,NO ORGANICO
20221012,CHICLAYO,CHINA,11250,4.816,SIN_VARIEDAD,NO ORGANICO
20221012,CHICLAYO,CHINA,11700,4.267435897435897,VENTURA,NO ORGANICO
20221012,CHICLAYO,CHINA,585,4.266666666666667,EMERALD,NO ORGANICO
20221014,PAITA,CHINA,11698,4.702342280731749,SIN_VARIEDAD,NO ORGANICO
20221014,CHICLAYO,CHINA,11250,4.062311111111111,VENTURA,NO ORGANICO
20221014,SALAVERRY,CHINA,11700,5.0,SIN_VARIEDAD,NO ORGANICO
20221014,SALAVERRY,CHINA,11700,5.0,SIN_VARIEDAD,NO ORGANICO
20221014,SALAVERRY,CHINA,11700,3.1466666666666665,SIN_VARIEDAD,NO ORGANICO
20221014,SALAVERRY,CHINA,11700,4.407179487179487,SIN_VARIEDAD,NO ORGANICO
20221019,CHICLAYO,CHINA,12285,5.115262515262515,VENTURA,NO ORGANICO
20221019,CHICLAYO,CHINA,11700,5.307264957264957,VENTURA,NO ORGANICO
20221019,CHICLAYO,CHINA,585,5.3076923076923075,EMERALD,NO ORGANICO
20221020,CHICLAYO,CHINA,11250,5.0408,SIN_VARIEDAD,NO ORGANICO
20221020,SALAVERRY,CHINA,11700,6.0860683760683765,SIN_VARIEDAD,NO ORGANICO
20221020,SALAVERRY,CHINA,11700,5.938974358974359,SIN_VARIEDAD,NO ORGANICO
20221020,SALAVERRY,CHINA,11700,6.057435897435897,SIN_VARIEDAD,NO ORGANICO
20221020,SALAVERRY,CHINA,11700,3.495982905982906,SIN_VARIEDAD,NO ORGANICO
20221020,CHICLAYO,CHINA,11250,4.969511111111111,SIN_VARIEDAD,NO ORGANICO
20221023,CHICLAYO,CHINA,11250,5.1536888888888885,VENTURA,NO ORGANICO
20221024,SALAVERRY,CHINA,11700,5.8276068376068375,SIN_VARIEDAD,NO ORGANICO
20221027,SALAVERRY,CHINA,11700,4.225982905982906,SIN_VARIEDAD,NO ORGANICO
20221027,SALAVERRY,CHINA,11700,5.5978632478632475,SIN_VARIEDAD,NO ORGANICO
20221027,SALAVERRY,CHINA,11700,3.578974358974359,SIN_VARIEDAD,NO ORGANICO
20221030,CHICLAYO,CHINA,11250,5.190666666666667,SIN_VARIEDAD,NO ORGANICO
20221030,CHICLAYO,CHINA,12285,6.542043142043142,SIN_VARIEDAD,NO ORGANICO
20221030,CHICLAYO,CHINA,11700,5.394273504273504,ATLAS,NO ORGANICO
20221030,CHICLAYO,CHINA,11250,4.9912,SIN_VARIEDAD,NO ORGANICO
20221105,CHICLAYO,CHINA,12285,6.858689458689459,SIN_VARIEDAD,NO ORGANICO
20221105,CHICLAYO,CHINA,12285,5.87977207977208,SIN_VARIEDAD,NO ORGANICO
20221105,SALAVERRY,CHINA,12396,5.499757986447241,SIN_VARIEDAD,NO ORGANICO
20221105,SALAVERRY,CHINA,11700,5.5,SIN_VARIEDAD,NO ORGANICO
20221105,SALAVERRY,CHINA,11700,5.5,SIN_VARIEDAD,NO ORGANICO
20221105,SALAVERRY,CHINA,12396,5.499757986447241,SIN_VARIEDAD,NO ORGANICO
20221109,SALAVERRY,CHINA,8550,4.216491228070176,SIN_VARIEDAD,NO ORGANICO
20221113,CHICLAYO,CHINA,11700,6.076068376068376,SIN_VARIEDAD,NO ORGANICO
20221113,SALAVERRY,CHINA,11700,5.3106837606837605,SIN_VARIEDAD,NO ORGANICO
20221123,PAITA,CHINA,11700,4.25059829059829,SIN_VARIEDAD,NO ORGANICO
20221123,CHICLAYO,CHINA,11250,5.423555555555556,VENTURA,NO ORGANICO
20221123,CHICLAYO,CHINA,11250,4.9,VENTURA,NO ORGANICO
20221123,PAITA,CHINA,11700,5.7874358974358975,SIN_VARIEDAD,NO ORGANICO
20220922,SALAVERRY,CHINA,11700,5.0,SIN_VARIEDAD,NO ORGANICO
20220922,PISCO,CHINA,11700,6.222649572649573,SIN_VARIEDAD,NO ORGANICO
20220923,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20220924,SALAVERRY,CHINA,11700,6.30948717948718,SIN_VARIEDAD,NO ORGANICO
20220924,SALAVERRY,CHINA,11700,4.55965811965812,SIN_VARIEDAD,NO ORGANICO
20220924,CHICLAYO,CHINA,11250,5.411555555555555,SIN_VARIEDAD,NO ORGANICO
20220924,SALAVERRY,CHINA,11700,6.836495726495727,SIN_VARIEDAD,NO ORGANICO
20220925,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20220925,CHICLAYO,CHINA,12285,6.8191290191290195,SIN_VARIEDAD,NO ORGANICO
20220926,SALAVERRY,CHINA,11700,4.512222222222222,SIN_VARIEDAD,NO ORGANICO
20220926,SALAVERRY,CHINA,11700,4.887008547008547,SIN_VARIEDAD,NO ORGANICO
20220926,SALAVERRY,CHINA,11700,4.248632478632478,SIN_VARIEDAD,NO ORGANICO
20220926,SALAVERRY,CHINA,11700,4.266495726495727,SIN_VARIEDAD,NO ORGANICO
20220926,CHICLAYO,CHINA,11700,6.0,VENTURA,NO ORGANICO
20220926,CHICLAYO,CHINA,11700,7.333333333333333,VENTURA,NO ORGANICO
20220926,SALAVERRY,CHINA,11700,5.732222222222222,SIN_VARIEDAD,NO ORGANICO
20220926,CHICLAYO,CHINA,11250,5.283733333333333,VENTURA,NO ORGANICO
20220927,CHICLAYO,CHINA,12285,5.740903540903541,VENTURA,NO ORGANICO
20220927,CHICLAYO,CHINA,12285,4.874236874236874,VENTURA,NO ORGANICO
20220929,PAITA,CHINA,7365,5.553835709436524,VENTURA,NO ORGANICO
20220929,PAITA,CHINA,4335,5.553863898500577,ATLAS,NO ORGANICO
20220929,CHICLAYO,CHINA,11250,4.900444444444444,VENTURA,NO ORGANICO
20220929,CHICLAYO,CHINA,11250,5.0,SEKOYA,NO ORGANICO
20220930,CHICLAYO,CHINA,12285,6.76963776963777,SIN_VARIEDAD,NO ORGANICO
20221003,PAITA,CHINA,11250,3.9921777777777776,SIN_VARIEDAD,NO ORGANICO
20221005,CHICLAYO,CHINA,11250,4.901511111111111,SIN_VARIEDAD,NO ORGANICO
20221005,CHICLAYO,CHINA,11250,4.901955555555555,SIN_VARIEDAD,NO ORGANICO
20221005,CHICLAYO,CHINA,12285,4.861701261701262,VENTURA,NO ORGANICO
20221005,CHICLAYO,CHINA,11250,4.945333333333333,SIN_VARIEDAD,NO ORGANICO
20221005,CHICLAYO,CHINA,11250,4.991555555555555,SIN_VARIEDAD,NO ORGANICO
20221005,CHICLAYO,CHINA,12285,5.741066341066341,VENTURA,NO ORGANICO
20221005,CHICLAYO,CHINA,11250,4.940266666666667,SIN_VARIEDAD,NO ORGANICO
20221005,CHICLAYO,CHINA,12285,5.041839641839642,VENTURA,NO ORGANICO
20221005,CHICLAYO,CHINA,12285,4.874399674399674,VENTURA,NO ORGANICO
20221005,CHICLAYO,CHINA,11250,4.902933333333333,SIN_VARIEDAD,NO ORGANICO
20221005,CHICLAYO,CHINA,11250,4.999733333333333,SIN_VARIEDAD,NO ORGANICO
20221005,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20221005,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20221005,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20221005,SALAVERRY,CHINA,8100,5.174197530864197,SIN_VARIEDAD,NO ORGANICO
20221006,CHICLAYO,CHINA,11250,5.9184,SIN_VARIEDAD,NO ORGANICO
20221006,CHICLAYO,CHINA,11250,5.212088888888889,SIN_VARIEDAD,NO ORGANICO
20221006,CHICLAYO,CHINA,11250,5.2216,SIN_VARIEDAD,NO ORGANICO
20221006,CHICLAYO,CHINA,12285,5.0000814000814,SIN_VARIEDAD,NO ORGANICO
20221006,CHICLAYO,CHINA,12285,5.5000407000407,SIN_VARIEDAD,NO ORGANICO
20221006,CHICLAYO,CHINA,12285,5.0000814000814,SIN_VARIEDAD,NO ORGANICO
20221006,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20221006,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20221008,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20221008,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20221008,CHICLAYO,CHINA,12285,5.5000407000407,SIN_VARIEDAD,NO ORGANICO
20221008,CHICLAYO,CHINA,12285,5.978184778184779,SIN_VARIEDAD,NO ORGANICO
20220729,CHICLAYO,CHINA,12285,7.0,SIN_VARIEDAD,NO ORGANICO
20220729,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20220729,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20220803,CHICLAYO,CHINA,11250,6.0,SIN_VARIEDAD,NO ORGANICO
20220803,CHICLAYO,CHINA,11250,6.060888888888889,VENTURA,NO ORGANICO
20220811,CHICLAYO,CHINA,11700,4.754871794871795,SIN_VARIEDAD,NO ORGANICO
20220814,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20220818,CHICLAYO,CHINA,10530,4.638081671415005,EMERALD,NO ORGANICO
20220818,CHICLAYO,CHINA,1755,4.638176638176638,VENTURA,NO ORGANICO
20220819,SALAVERRY,CHINA,11700,4.833333333333333,SIN_VARIEDAD,NO ORGANICO
20220819,SALAVERRY,CHINA,11700,4.833333333333333,SIN_VARIEDAD,NO ORGANICO
20220819,SALAVERRY,CHINA,11700,4.833333333333333,SIN_VARIEDAD,NO ORGANICO
20220819,SALAVERRY,CHINA,11700,4.833333333333333,SIN_VARIEDAD,NO ORGANICO
20220819,SALAVERRY,CHINA,11700,4.833333333333333,SIN_VARIEDAD,NO ORGANICO
20220819,SALAVERRY,CHINA,11700,4.833333333333333,SIN_VARIEDAD,NO ORGANICO
20220819,SALAVERRY,CHINA,11700,4.833333333333333,SIN_VARIEDAD,NO ORGANICO
20220819,CHICLAYO,CHINA,11250,11.077333333333334,SIN_VARIEDAD,NO ORGANICO
20220819,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20220819,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20220826,CHICLAYO,CHINA,11250,3.3333333333333335,SIN_VARIEDAD,NO ORGANICO
20220826,CHICLAYO,CHINA,11250,5.999911111111111,SIN_VARIEDAD,NO ORGANICO
20220826,CHICLAYO,CHINA,11250,5.0,SIN_VARIEDAD,NO ORGANICO
20220826,CHICLAYO,CHINA,11250,6.0,SIN_VARIEDAD,NO ORGANICO
20220831,CHICLAYO,CHINA,11250,5.0,SIN_VARIEDAD,NO ORGANICO
20220901,CHICLAYO,CHINA,11250,5.681155555555556,SIN_VARIEDAD,NO ORGANICO
20220901,CHICLAYO,CHINA,11250,5.5,SIN_VARIEDAD,NO ORGANICO
20220901,CHICLAYO,CHINA,11250,3.3333333333333335,SIN_VARIEDAD,NO ORGANICO
20220904,CHICLAYO,CHINA,11250,5.333333333333333,VENTURA,NO ORGANICO
20220906,PAITA,CHINA,11250,3.7605333333333335,SIN_VARIEDAD,NO ORGANICO
20220906,PAITA,CHINA,11250,3.9008,SIN_VARIEDAD,NO ORGANICO
20220909,PAITA,CHINA,11700,3.5997435897435897,SIN_VARIEDAD,NO ORGANICO
20220911,CHICLAYO,CHINA,11700,6.101025641025641,SIN_VARIEDAD,NO ORGANICO
20220911,SALAVERRY,CHINA,11700,5.0,SIN_VARIEDAD,NO ORGANICO
20220911,SALAVERRY,CHINA,11700,5.5,SIN_VARIEDAD,NO ORGANICO
20220911,CHICLAYO,CHINA,11700,5.518205128205128,VENTURA,NO ORGANICO
20220914,PAITA,CHINA,11700,5.333333333333333,SIN_VARIEDAD,NO ORGANICO
20220914,PAITA,CHINA,11700,5.333333333333333,SIN_VARIEDAD,NO ORGANICO
20220914,CHICLAYO,CHINA,3510,4.447008547008547,EMERALD,NO ORGANICO
20220914,CHICLAYO,CHINA,8775,4.446951566951567,VENTURA,NO ORGANICO
20220919,CHICLAYO,CHINA,11250,5.113422222222222,SIN_VARIEDAD,NO ORGANICO
20220919,CHICLAYO,CHINA,11250,5.130933333333333,SIN_VARIEDAD,NO ORGANICO
20220919,CHICLAYO,CHINA,11250,5.1357333333333335,SIN_VARIEDAD,NO ORGANICO
20220921,CHICLAYO,CHINA,12285,6.4993080993081,SIN_VARIEDAD,NO ORGANICO
20220921,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20220921,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20220921,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20220921,CHICLAYO,CHINA,12285,7.514122914122914,SIN_VARIEDAD,NO ORGANICO
20220921,CHICLAYO,CHINA,11250,5.626488888888889,SIN_VARIEDAD,NO ORGANICO
20220921,SALAVERRY,CHINA,11700,5.5,SIN_VARIEDAD,NO ORGANICO
20220921,CHICLAYO,CHINA,12285,4.8713878713878715,VENTURA,NO ORGANICO
20220922,CHICLAYO,CHINA,11250,5.0,VENTURA,NO ORGANICO
20220102,CHICLAYO,CHINA,12285,5.333333333333333,SIN_VARIEDAD,NO ORGANICO
20220108,CHICLAYO,CHINA,12285,5.333333333333333,SIN_VARIEDAD,NO ORGANICO
20220110,CHICLAYO,CHINA,12285,6.666666666666667,SIN_VARIEDAD,NO ORGANICO
20220115,CHICLAYO,CHINA,12285,6.666666666666667,SIN_VARIEDAD,NO ORGANICO
20220115,CHICLAYO,CHINA,12285,6.346031746031746,SIN_VARIEDAD,NO ORGANICO
20220615,SALAVERRY,CHINA,11700,7.9856410256410255,SIN_VARIEDAD,NO ORGANICO
20220619,SALAVERRY,CHINA,11700,9.322649572649572,SIN_VARIEDAD,NO ORGANICO
20220619,SALAVERRY,CHINA,11700,9.331196581196581,SIN_VARIEDAD,NO ORGANICO
20220619,SALAVERRY,CHINA,11700,9.823846153846153,SIN_VARIEDAD,NO ORGANICO
20220619,SALAVERRY,CHINA,11700,9.331196581196581,SIN_VARIEDAD,NO ORGANICO
20220623,CHICLAYO,CHINA,11700,8.0,SIN_VARIEDAD,NO ORGANICO
20220627,SALAVERRY,CHINA,11700,9.823846153846153,SIN_VARIEDAD,NO ORGANICO
20220707,SALAVERRY,CHINA,11700,9.251282051282052,SIN_VARIEDAD,NO ORGANICO
20220707,CHICLAYO,CHINA,11700,7.933333333333334,VENTURA,NO ORGANICO
20220707,CHICLAYO,CHINA,11700,7.333333333333333,VENTURA,NO ORGANICO
20220710,SALAVERRY,CHINA,11700,7.643589743589744,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.40094017094017,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.361025641025641,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.361025641025641,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.361025641025641,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.361025641025641,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.361025641025641,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.361025641025641,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.361025641025641,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.437692307692307,SIN_VARIEDAD,NO ORGANICO
20220714,SALAVERRY,CHINA,11700,9.40094017094017,SIN_VARIEDAD,NO ORGANICO
20220716,SALAVERRY,CHINA,11700,9.361025641025641,SIN_VARIEDAD,NO ORGANICO
20220716,CHICLAYO,CHINA,12285,6.20993080993081,SIN_VARIEDAD,NO ORGANICO
20220716,SALAVERRY,CHINA,11700,9.361025641025641,SIN_VARIEDAD,NO ORGANICO
20220716,SALAVERRY,CHINA,11700,9.361025641025641,SIN_VARIEDAD,NO ORGANICO
20220716,SALAVERRY,CHINA,11700,9.361025641025641,SIN_VARIEDAD,NO ORGANICO
20220716,SALAVERRY,CHINA,11700,9.361025641025641,SIN_VARIEDAD,NO ORGANICO
20220716,SALAVERRY,CHINA,11700,9.361025641025641,SIN_VARIEDAD,NO ORGANICO
20220718,SALAVERRY,CHINA,11700,9.397777777777778,SIN_VARIEDAD,NO ORGANICO
20220718,SALAVERRY,CHINA,11700,9.397777777777778,SIN_VARIEDAD,NO ORGANICO
20220720,CHICLAYO,CHINA,11250,6.5,SIN_VARIEDAD,NO ORGANICO
20220720,CHICLAYO,CHINA,12285,6.0,EMERALD,NO ORGANICO
20220720,CHICLAYO,CHINA,11250,5.0,VENTURA,NO ORGANICO
20220724,CHICLAYO,CHINA,11700,7.333333333333333,VENTURA,NO ORGANICO
20220724,CHICLAYO,CHINA,11700,7.333333333333333,VENTURA,NO ORGANICO
20220724,SALAVERRY,CHINA,11700,5.0,SIN_VARIEDAD,NO ORGANICO
20220724,CHICLAYO,CHINA,12285,5.9005291005291,SIN_VARIEDAD,NO ORGANICO
20220724,CHICLAYO,CHINA,11700,8.0,VENTURA,NO ORGANICO
20220725,CHICLAYO,CHINA,11250,6.5,SIN_VARIEDAD,NO ORGANICO
20220725,CHICLAYO,CHINA,11250,6.0,SIN_VARIEDAD,NO ORGANICO
20220729,CHICLAYO,CHINA,12285,6.0,SIN_VARIEDAD,NO ORGANICO
20220615,CHICLAYO,SPAIN,17335,5.256186905105278,SIN_VARIEDAD,NO ORGANICO
20220712,CHICLAYO,SPAIN,19872,5.239985909822867,VENTURA,NO ORGANICO
20220719,CHICLAYO,SPAIN,21451,4.854272528087269,SIN_VARIEDAD,NO ORGANICO
20220831,CHICLAYO,SPAIN,17716,5.1506547753443215,SIN_VARIEDAD,NO ORGANICO
20220907,CHICLAYO,SPAIN,2102,3.747383444338725,VENTURA,NO ORGANICO
20220907,CHICLAYO,SPAIN,14420,5.037656033287101,VENTURA,NO ORGANICO
20220921,CHICLAYO,SPAIN,16522,4.340515676068272,SIN_VARIEDAD,NO ORGANICO
20220921,CHICLAYO,SPAIN,17716,4.504346353578686,SIN_VARIEDAD,NO ORGANICO
20220927,SALAVERRY,SPAIN,17408,5.109202665441177,SIN_VARIEDAD,NO ORGANICO
20220927,SALAVERRY,SPAIN,17408,5.109202665441177,SIN_VARIEDAD,NO ORGANICO
20220927,PISCO,SPAIN,18432,5.599989149305555,EUREKA,NO ORGANICO
20220928,CHICLAYO,SPAIN,17716,5.10493339354256,SIN_VARIEDAD,NO ORGANICO
20221005,CHICLAYO,SPAIN,17716,4.497347030932491,SIN_VARIEDAD,NO ORGANICO
20221005,CHICLAYO,SPAIN,16522,5.164931606343058,SIN_VARIEDAD,NO ORGANICO
20221012,CHICLAYO,SPAIN,17716,4.386994806954165,SIN_VARIEDAD,NO ORGANICO
20221019,CHICLAYO,SPAIN,16522,4.433180002421015,VENTURA,NO ORGANICO
20221019,CHICLAYO,SPAIN,17716,4.400428990742832,VENTURA,NO ORGANICO
20221019,PAITA,SPAIN,15786,4.21766121880147,VENTURA,NO ORGANICO
20221019,PAITA,SPAIN,3798,4.217746182201158,ATLAS,NO ORGANICO
20221123,SALAVERRY,SPAIN,19040,5.668382352941176,SEKOYA,NO ORGANICO
20220712,CHICLAYO,SPAIN,19872,5.239985909822867,VENTURA,NO ORGANICO
20220927,SALAVERRY,UNITED KINGDOM,17408,6.964269301470588,SIN_VARIEDAD,NO ORGANICO
20220927,CHICLAYO,UNITED KINGDOM,18900,5.249259259259259,SIN_VARIEDAD,NO ORGANICO
20220928,CHICLAYO,UNITED KINGDOM,13837,4.812531618125316,SIN_VARIEDAD,NO ORGANICO
20220928,CHICLAYO,UNITED KINGDOM,18900,5.303386243386243,SIN_VARIEDAD,NO ORGANICO
20220928,CHICLAYO,UNITED KINGDOM,18900,5.303386243386243,SIN_VARIEDAD,NO ORGANICO
20221003,PAITA,UNITED KINGDOM,4688,5.623293515358362,KESTREL,NO ORGANICO
20221003,PAITA,UNITED KINGDOM,4935,5.63951367781155,ROCIO,NO ORGANICO
20221003,SALAVERRY,UNITED KINGDOM,17408,4.329963235294118,SIN_VARIEDAD,NO ORGANICO
20221004,PAITA,UNITED KINGDOM,12075,5.706335403726708,SIN_VARIEDAD,NO ORGANICO
20221004,PAITA,UNITED KINGDOM,12075,5.742028985507246,SIN_VARIEDAD,NO ORGANICO
20221004,CHICLAYO,UNITED KINGDOM,18900,5.244074074074074,SIN_VARIEDAD,NO ORGANICO
20221008,CHICLAYO,UNITED KINGDOM,18900,5.214550264550264,SIN_VARIEDAD,NO ORGANICO
20221008,CHICLAYO,UNITED KINGDOM,18900,5.214550264550264,SIN_VARIEDAD,NO ORGANICO
20221008,CHICLAYO,UNITED KINGDOM,18900,5.214550264550264,SIN_VARIEDAD,NO ORGANICO
20221009,PAITA,UNITED KINGDOM,9770,8.688024564994882,SIN_VARIEDAD,NO ORGANICO
20221009,PAITA,UNITED KINGDOM,9600,5.685104166666667,SIN_VARIEDAD,NO ORGANICO
20221009,PAITA,UNITED KINGDOM,11888,5.424545760430687,KESTREL,NO ORGANICO
20221009,PAITA,UNITED KINGDOM,82,5.414634146341464,ROCIO,NO ORGANICO
20221009,PAITA,UNITED KINGDOM,2394,8.81203007518797,SIN_VARIEDAD,NO ORGANICO
20221009,PAITA,UNITED KINGDOM,5712,6.619572829131653,SIN_VARIEDAD,NO ORGANICO
20221011,PAITA,UNITED KINGDOM,12075,5.381946169772257,SIN_VARIEDAD,NO ORGANICO
20221012,CHICLAYO,UNITED KINGDOM,13837,4.317193033171931,SIN_VARIEDAD,NO ORGANICO
20221016,PAITA,UNITED KINGDOM,7725,7.974368932038835,SIN_VARIEDAD,NO ORGANICO
20221016,PAITA,UNITED KINGDOM,5712,6.495448179271708,SIN_VARIEDAD,NO ORGANICO
20221016,PAITA,UNITED KINGDOM,9582,5.631392193696514,SIN_VARIEDAD,NO ORGANICO
20221016,PAITA,UNITED KINGDOM,2394,8.66750208855472,SIN_VARIEDAD,NO ORGANICO
20221019,PAITA,UNITED KINGDOM,12075,5.410931677018634,SIN_VARIEDAD,NO ORGANICO
