ANIO,MES,SEMANA,ADUA_DESC_CODE,PAIS_DESC_CODE,VARIEDAD_CODE,ES_ORGANICO,FOB_DOLPOL_KG,PESO_NETO
2022,10,42,0,4,36,1,4.7912888888888885,11250
2022,10,42,0,4,40,1,4.924088888888889,11250
2022,10,42,0,4,36,1,4.796622222222222,11250
2022,10,42,0,4,40,1,5.045866666666667,11250
2022,10,42,0,4,40,1,4.82,11250
2022,10,42,0,4,36,1,4.959911111111111,11250
2022,10,42,0,4,36,1,5.55948717948718,11700
2022,10,42,3,4,40,1,5.912921348314606,7832
2022,10,42,3,4,4,1,5.9139089968976215,3868
2022,10,42,0,4,36,1,4.842488888888889,11250
2022,10,43,0,4,36,1,4.6798222222222225,11250
2022,10,43,3,4,40,1,6.0,11700
2022,10,43,3,4,4,1,6.666666666666667,11700
2022,11,44,3,4,40,1,7.471264367816092,10962
2022,11,44,3,4,4,1,7.471544715447155,738
2022,11,44,3,4,40,1,5.6687394740251325,7719
2022,11,44,3,4,4,1,5.668676212007034,3981
2022,11,45,0,4,36,1,4.96003256003256,12285
2022,11,45,3,4,40,1,7.984758511480602,5052
2022,11,45,3,4,4,1,7.984807460890494,6648
2022,11,45,0,4,36,1,5.233862433862434,12285
2022,11,45,0,4,40,1,5.625955555555556,11250
2022,11,45,3,4,40,1,5.36348478532722,4798
2022,11,45,3,4,4,1,5.362503622138511,6902
2022,11,45,0,4,36,1,5.253333333333333,11250
2022,11,45,0,4,36,1,3.0,11250
2022,11,47,0,4,40,1,4.9,11250
2022,12,51,3,4,36,1,3.899883276740238,18848
2022,12,51,0,4,36,1,6.020888888888889,11250
2022,8,33,3,4,4,1,5.237926972909305,849
2022,8,33,0,4,40,1,3.796622222222222,11250
2022,8,33,0,4,36,1,6.0,12285
2022,8,33,0,4,36,1,6.0,12285
2022,8,33,0,4,36,1,6.0,12285
2022,8,33,0,4,36,1,6.0,12285
2022,8,33,0,4,36,1,6.0,12285
2022,8,33,0,4,36,1,6.4999592999593,12285
2022,8,33,0,4,36,1,6.4999592999593,12285
2022,8,34,0,4,36,1,8.234488888888889,11250
2022,8,34,3,4,4,1,6.055726495726495,11700
2022,8,34,0,4,35,1,5.0,11250
2022,8,34,0,4,36,1,5.749777777777778,11250
2022,8,34,0,4,36,1,7.5000407000407,12285
2022,8,35,0,4,36,1,7.5000407000407,12285
2022,9,35,0,4,40,1,3.1699555555555556,11250
2022,9,35,0,4,36,1,6.338666666666667,11250
2022,9,36,3,4,40,1,7.0,8373
2022,9,36,3,4,4,1,7.0,3327
2022,9,36,3,4,4,1,4.3905128205128205,11700
2022,9,36,0,4,36,1,5.5,11250
2022,9,36,0,4,36,1,5.5,11250
